ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
ENSG00000166147,Tier 3A,FBN1,15,48700503,48938046,-1,fibrillin 1 [Source:HGNC Symbol;Acc:3603],1,N,Y,N
ENSG00000166278,Tier 3A,C2,6,31865562,31913449,1,complement component 2 [Source:HGNC Symbol;Acc:1248],70,N,Y,N
ENSG00000166402,Tier 3A,TUB,11,8040791,8127659,1,tubby bipartite transcription factor [Source:HGNC Symbol;Acc:12406],0,N,Y,N
ENSG00000166535,Tier 3A,A2ML1,12,8975068,9039597,1,alpha-2-macroglobulin-like 1 [Source:HGNC Symbol;Acc:23336],0,N,Y,N
ENSG00000166573,Tier 3A,GALR1,18,74962505,74980858,1,galanin receptor 1 [Source:HGNC Symbol;Acc:4132],0,Y,Y,N
ENSG00000166922,Tier 3A,SCG5,15,32933877,32989299,1,secretogranin V (7B2 protein) [Source:HGNC Symbol;Acc:10816],0,N,Y,N
ENSG00000166923,Tier 3A,GREM1,15,33010175,33026870,1,"gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:2001]",3,N,Y,N
ENSG00000167535,Tier 3A,CACNB3,12,49207577,49222724,1,"calcium channel, voltage-dependent, beta 3 subunit [Source:HGNC Symbol;Acc:1403]",0,Y,N,N
ENSG00000167633,Tier 3A,KIR3DL1,19,55235969,55378448,1,"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:6338]",1,N,Y,N
ENSG00000167642,Tier 3A,SPINT2,19,38734675,38783254,1,"serine peptidase inhibitor, Kunitz type, 2 [Source:HGNC Symbol;Acc:11247]",1,N,Y,N
ENSG00000167711,Tier 3A,SERPINF2,17,1646130,1658562,1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 [Source:HGNC Symbol;Acc:9075]",2,N,Y,N
ENSG00000167749,Tier 3A,KLK4,19,51409608,51413994,-1,kallikrein-related peptidase 4 [Source:HGNC Symbol;Acc:6365],0,N,Y,N
ENSG00000167751,Tier 3A,KLK2,19,51364824,51383823,1,kallikrein-related peptidase 2 [Source:HGNC Symbol;Acc:6363],6,N,Y,N
ENSG00000167754,Tier 3A,KLK5,19,51446559,51456349,-1,kallikrein-related peptidase 5 [Source:HGNC Symbol;Acc:6366],0,N,Y,N
ENSG00000167755,Tier 3A,KLK6,19,51461887,51472929,-1,kallikrein-related peptidase 6 [Source:HGNC Symbol;Acc:6367],0,N,Y,N
ENSG00000167772,Tier 3A,ANGPTL4,19,8428173,8439257,1,angiopoietin-like 4 [Source:HGNC Symbol;Acc:16039],2,N,Y,N
ENSG00000168056,Tier 3A,LTBP3,11,65306276,65326401,-1,latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:6716],3,N,Y,N
ENSG00000168477,Tier 3A,TNXB,6,32008931,32083111,-1,tenascin XB [Source:HGNC Symbol;Acc:11976],64,N,Y,N
ENSG00000168484,Tier 3A,SFTPC,8,22014426,22021992,1,surfactant protein C [Source:HGNC Symbol;Acc:10802],0,N,Y,N
ENSG00000168685,Tier 3A,IL7R,5,35852797,35879705,1,interleukin 7 receptor [Source:HGNC Symbol;Acc:6024],4,N,Y,N
ENSG00000168743,Tier 3A,NPNT,4,106815932,106925184,1,nephronectin [Source:HGNC Symbol;Acc:27405],3,N,Y,N
ENSG00000168811,Tier 3A,IL12A,3,159706537,159713806,1,"interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35) [Source:HGNC Symbol;Acc:5969]",2,N,Y,N
ENSG00000168843,Tier 3A,FSTL5,4,162305049,163085187,-1,follistatin-like 5 [Source:HGNC Symbol;Acc:21386],0,N,Y,N
ENSG00000168928,Tier 3A,CTRB2,16,75237994,75241083,-1,chymotrypsinogen B2 [Source:HGNC Symbol;Acc:2522],2,N,Y,N
ENSG00000169006,Tier 3A,NTSR2,2,11798304,11810290,-1,neurotensin receptor 2 [Source:HGNC Symbol;Acc:8040],0,Y,N,N
ENSG00000169031,Tier 3A,COL4A3,2,228029281,228179508,1,"collagen, type IV, alpha 3 (Goodpasture antigen) [Source:HGNC Symbol;Acc:2204]",1,N,Y,N
ENSG00000169231,Tier 3A,THBS3,1,155165379,155178842,-1,thrombospondin 3 [Source:HGNC Symbol;Acc:11787],5,N,Y,N
ENSG00000169242,Tier 3A,EFNA1,1,155099936,155107333,1,ephrin-A1 [Source:HGNC Symbol;Acc:3221],4,N,Y,N
ENSG00000169344,Tier 3A,UMOD,16,20344374,20367623,-1,uromodulin [Source:HGNC Symbol;Acc:12559],6,N,Y,N
ENSG00000169347,Tier 3A,GP2,16,20320894,20339130,-1,glycoprotein 2 (zymogen granule membrane) [Source:HGNC Symbol;Acc:4441],0,N,Y,N
ENSG00000169393,Tier 3A,ELSPBP1,19,48497908,48528410,1,epididymal sperm binding protein 1 [Source:HGNC Symbol;Acc:14417],3,N,Y,N
ENSG00000169413,Tier 3A,RNASE6,14,21249210,21250626,1,"ribonuclease, RNase A family, k6 [Source:HGNC Symbol;Acc:10048]",0,N,Y,N
ENSG00000169550,Tier 3A,MUC15,11,26580580,26593780,-1,"mucin 15, cell surface associated [Source:HGNC Symbol;Acc:14956]",0,N,Y,N
ENSG00000169605,Tier 3A,GKN1,2,69201705,69208106,1,gastrokine 1 [Source:HGNC Symbol;Acc:23217],0,N,Y,N
ENSG00000169752,Tier 3A,NRG4,15,76228310,76352136,-1,neuregulin 4 [Source:HGNC Symbol;Acc:29862],1,N,Y,N
ENSG00000169814,Tier 3A,BTD,3,15642848,15687329,1,biotinidase [Source:HGNC Symbol;Acc:1122],0,N,Y,N
ENSG00000169894,Tier 3A,MUC3A,7,100547187,100611118,1,"mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:7513]",3,N,Y,N
ENSG00000169896,Tier 3A,ITGAM,16,31271311,31344213,1,"integrin, alpha M (complement component 3 receptor 3 subunit) [Source:HGNC Symbol;Acc:6149]",5,N,Y,N
ENSG00000170054,Tier 3A,SERPINA9,14,94929054,94946026,-1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9 [Source:HGNC Symbol;Acc:15995]",0,N,Y,N
ENSG00000170099,Tier 3A,SERPINA6,14,94770585,94789731,-1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6 [Source:HGNC Symbol;Acc:1540]",0,N,Y,N
ENSG00000170348,Tier 3A,TMED10,14,75598173,75643334,-1,transmembrane emp24-like trafficking protein 10 (yeast) [Source:HGNC Symbol;Acc:16998],0,N,Y,N
ENSG00000170367,Tier 3A,CST5,20,23856572,23860387,-1,cystatin D [Source:HGNC Symbol;Acc:2477],0,N,Y,N
ENSG00000170369,Tier 3A,CST2,20,23804406,23807368,-1,cystatin SA [Source:HGNC Symbol;Acc:2474],0,N,Y,N
ENSG00000170498,Tier 3A,KISS1,1,204159469,204165614,-1,KiSS-1 metastasis-suppressor [Source:HGNC Symbol;Acc:6341],0,N,Y,N
ENSG00000170866,Tier 3A,LILRA3,19,54799854,54809952,-1,"leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3 [Source:HGNC Symbol;Acc:6604]",3,N,Y,N
ENSG00000170927,Tier 3A,PKHD1,6,51480098,51952423,-1,polycystic kidney and hepatic disease 1 (autosomal recessive) [Source:HGNC Symbol;Acc:9016],0,N,Y,N
ENSG00000170962,Tier 3A,PDGFD,11,103777914,104035107,-1,platelet derived growth factor D [Source:HGNC Symbol;Acc:30620],0,N,Y,N
ENSG00000171102,Tier 3A,OBP2B,9,136080664,136084630,-1,odorant binding protein 2B [Source:HGNC Symbol;Acc:23381],12,N,Y,N
ENSG00000171119,Tier 3A,NRTN,19,5823813,5828335,1,neurturin [Source:HGNC Symbol;Acc:8007],3,N,Y,N
ENSG00000171136,Tier 3A,RLN3,19,14138960,14141854,1,relaxin 3 [Source:HGNC Symbol;Acc:17135],0,N,Y,N
ENSG00000171195,Tier 3A,MUC7,4,71296209,71348714,1,"mucin 7, secreted [Source:HGNC Symbol;Acc:7518]",0,N,Y,N
ENSG00000171243,Tier 3A,SOSTDC1,7,16501106,16570205,-1,sclerostin domain containing 1 [Source:HGNC Symbol;Acc:21748],0,N,Y,N
ENSG00000171435,Tier 3A,KSR2,12,117890817,118406788,-1,kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:18610],0,Y,N,N
ENSG00000171502,Tier 3A,COL24A1,1,86194916,86622626,-1,"collagen, type XXIV, alpha 1 [Source:HGNC Symbol;Acc:20821]",0,N,Y,N
ENSG00000171587,Tier 3A,DSCAM,21,41382926,42219065,-1,Down syndrome cell adhesion molecule [Source:HGNC Symbol;Acc:3039],0,N,Y,N
ENSG00000171812,Tier 3A,COL8A2,1,36560837,36590821,-1,"collagen, type VIII, alpha 2 [Source:HGNC Symbol;Acc:2216]",1,N,Y,N
ENSG00000171867,Tier 3A,PRNP,20,4666882,4682236,1,prion protein [Source:HGNC Symbol;Acc:9449],2,N,Y,N
ENSG00000171951,Tier 3A,SCG2,2,224461658,224467221,-1,secretogranin II [Source:HGNC Symbol;Acc:10575],0,N,Y,N
ENSG00000172116,Tier 3A,CD8B,2,87042462,87089047,-1,CD8b molecule [Source:HGNC Symbol;Acc:1707],1,N,Y,N
ENSG00000172179,Tier 3A,PRL,6,22287480,22297730,-1,prolactin [Source:HGNC Symbol;Acc:9445],0,N,Y,N
ENSG00000172260,Tier 3A,NEGR1,1,71861623,72748417,-1,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10,N,Y,N
ENSG00000172349,Tier 3A,IL16,15,81451916,81605104,1,interleukin 16 [Source:HGNC Symbol;Acc:5980],0,N,Y,N
ENSG00000172458,Tier 3A,IL17D,13,21276266,21297237,1,interleukin 17D [Source:HGNC Symbol;Acc:5984],1,N,Y,N
ENSG00000172543,Tier 3A,CTSW,11,65647280,65651212,1,cathepsin W [Source:HGNC Symbol;Acc:2546],2,N,Y,N
ENSG00000172638,Tier 3A,EFEMP2,11,65633912,65641063,-1,EGF containing fibulin-like extracellular matrix protein 2 [Source:HGNC Symbol;Acc:3219],2,N,Y,N
ENSG00000172724,Tier 3A,CCL19,9,34689564,34691274,-1,chemokine (C-C motif) ligand 19 [Source:HGNC Symbol;Acc:10617],0,N,Y,N
ENSG00000172987,Tier 3A,HPSE2,10,100218875,100995619,-1,heparanase 2 [Source:HGNC Symbol;Acc:18374],0,N,Y,N
ENSG00000173157,Tier 3A,ADAMTS20,12,43747669,43945724,-1,"ADAM metallopeptidase with thrombospondin type 1 motif, 20 [Source:HGNC Symbol;Acc:17178]",0,N,Y,N
ENSG00000173335,Tier 3A,CST9,20,23583047,23586513,-1,cystatin 9 (testatin) [Source:HGNC Symbol;Acc:13261],3,N,Y,N
ENSG00000173432,Tier 3A,SAA1,11,18287721,18291524,1,serum amyloid A1 [Source:HGNC Symbol;Acc:10513],5,N,Y,N
ENSG00000173531,Tier 3A,MST1,3,49721380,49726934,-1,macrophage stimulating 1 (hepatocyte growth factor-like) [Source:HGNC Symbol;Acc:7380],9,Y,Y,N
ENSG00000174059,Tier 3A,CD34,1,208057594,208084747,-1,CD34 molecule [Source:HGNC Symbol;Acc:1662],2,N,Y,N
ENSG00000174343,Tier 3A,CHRNA9,4,40337346,40357234,1,"cholinergic receptor, nicotinic, alpha 9 (neuronal) [Source:HGNC Symbol;Acc:14079]",0,Y,N,N
ENSG00000174348,Tier 3A,PODN,1,53527854,53551174,1,podocan [Source:HGNC Symbol;Acc:23174],0,N,Y,N
ENSG00000174562,Tier 3A,KLK15,19,51328545,51340469,-1,kallikrein-related peptidase 15 [Source:HGNC Symbol;Acc:20453],0,N,Y,N
ENSG00000174938,Tier 3A,SEZ6L2,16,29882480,29910868,-1,seizure related 6 homolog (mouse)-like 2 [Source:HGNC Symbol;Acc:30844],1,N,Y,N
ENSG00000175189,Tier 3A,INHBC,12,57828543,57844611,1,"inhibin, beta C [Source:HGNC Symbol;Acc:6068]",6,N,Y,N
ENSG00000175336,Tier 3A,APOF,12,56754353,56756607,-1,apolipoprotein F [Source:HGNC Symbol;Acc:615],3,N,Y,N
ENSG00000175356,Tier 3A,SCUBE2,11,9041071,9159661,-1,"signal peptide, CUB domain, EGF-like 2 [Source:HGNC Symbol;Acc:30425]",0,N,Y,N
ENSG00000175426,Tier 3A,PCSK1,5,95726119,95769847,-1,proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol;Acc:8743],3,N,Y,N
ENSG00000175785,Tier 3A,PRIMA1,14,94184644,94254827,-1,proline rich membrane anchor 1 [Source:HGNC Symbol;Acc:18319],0,N,Y,N
ENSG00000175868,Tier 3A,CALCB,11,14926543,15103888,1,calcitonin-related polypeptide beta [Source:HGNC Symbol;Acc:1438],4,N,Y,N
ENSG00000175874,Tier 3A,CREG2,2,101962013,102004057,-1,cellular repressor of E1A-stimulated genes 2 [Source:HGNC Symbol;Acc:14272],0,N,Y,N
ENSG00000176435,Tier 3A,CLEC14A,14,38723308,38725574,-1,"C-type lectin domain family 14, member A [Source:HGNC Symbol;Acc:19832]",0,N,Y,N
ENSG00000176697,Tier 3A,BDNF,11,27676440,27743605,-1,brain-derived neurotrophic factor [Source:HGNC Symbol;Acc:1033],15,N,Y,N
ENSG00000176919,Tier 3A,C8G,9,139839698,139841426,1,"complement component 8, gamma polypeptide [Source:HGNC Symbol;Acc:1354]",0,N,Y,N
ENSG00000177697,Tier 3A,CD151,11,832843,839831,1,CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:1630],0,N,Y,N
ENSG00000177807,Tier 3A,KCNJ10,1,160007257,160040038,-1,"potassium inwardly-rectifying channel, subfamily J, member 10 [Source:HGNC Symbol;Acc:6256]",0,Y,Y,N
ENSG00000177830,Tier 3A,CHID1,11,867357,915058,-1,chitinase domain containing 1 [Source:HGNC Symbol;Acc:28474],0,N,Y,N
ENSG00000178031,Tier 3A,ADAMTSL1,9,18473892,18910948,1,ADAMTS-like 1 [Source:HGNC Symbol;Acc:14632],0,N,Y,N
ENSG00000178096,Tier 3A,BOLA1,1,149859440,149872351,1,bolA family member 1 [Source:HGNC Symbol;Acc:24263],0,N,Y,N
ENSG00000178226,Tier 3A,PRSS36,16,31150246,31161415,-1,"protease, serine, 36 [Source:HGNC Symbol;Acc:26906]",1,N,Y,N
ENSG00000178538,Tier 3A,CA8,8,61099906,61193971,-1,carbonic anhydrase VIII [Source:HGNC Symbol;Acc:1382],0,Y,N,N
ENSG00000179002,Tier 3A,TAS1R2,1,19166093,19186176,-1,"taste receptor, type 1, member 2 [Source:HGNC Symbol;Acc:14905]",0,Y,N,N
ENSG00000179218,Tier 3A,CALR,19,13049392,13055303,1,calreticulin [Source:HGNC Symbol;Acc:1455],3,N,Y,N
ENSG00000179399,Tier 3A,GPC5,13,92050929,93519490,1,glypican 5 [Source:HGNC Symbol;Acc:4453],3,N,Y,N
ENSG00000179639,Tier 3A,FCER1A,1,159259504,159278014,1,"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide [Source:HGNC Symbol;Acc:3609]",4,N,Y,N
ENSG00000179751,Tier 3A,SYCN,19,39693471,39694906,-1,syncollin [Source:HGNC Symbol;Acc:18442],0,N,Y,N
ENSG00000179914,Tier 3A,ITLN1,1,160846329,160854960,-1,intelectin 1 (galactofuranose binding) [Source:HGNC Symbol;Acc:18259],2,N,Y,N
ENSG00000179915,Tier 3A,NRXN1,2,50145643,51259674,-1,neurexin 1 [Source:HGNC Symbol;Acc:8008],0,N,Y,N
ENSG00000180245,Tier 3A,RRH,4,110749150,110765760,1,retinal pigment epithelium-derived rhodopsin homolog [Source:HGNC Symbol;Acc:10450],0,Y,Y,N
ENSG00000180875,Tier 3A,GREM2,1,240652873,240775449,-1,"gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:17655]",0,N,Y,N
ENSG00000181027,Tier 3A,FKRP,19,47249303,47280245,1,fukutin related protein [Source:HGNC Symbol;Acc:17997],2,N,Y,N
ENSG00000181036,Tier 3A,FCRL6,1,159770301,159786041,1,Fc receptor-like 6 [Source:HGNC Symbol;Acc:31910],0,N,Y,N
ENSG00000181092,Tier 3A,ADIPOQ,3,186560463,186576252,1,"adiponectin, C1Q and collagen domain containing [Source:HGNC Symbol;Acc:13633]",6,N,Y,N
ENSG00000181195,Tier 3A,PENK,8,57349233,57359293,-1,proenkephalin [Source:HGNC Symbol;Acc:8831],0,N,Y,N
ENSG00000181409,Tier 3A,AATK,17,79091095,79139877,-1,apoptosis-associated tyrosine kinase [Source:HGNC Symbol;Acc:21],0,Y,N,N
ENSG00000181523,Tier 3A,SGSH,17,78180515,78194722,-1,N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:10818],0,N,Y,N
ENSG00000181562,Tier 3A,EDDM3A,14,21214051,21216539,1,epididymal protein 3A [Source:HGNC Symbol;Acc:16978],0,N,Y,N
ENSG00000181634,Tier 3A,TNFSF15,9,117546915,117568406,-1,"tumor necrosis factor (ligand) superfamily, member 15 [Source:HGNC Symbol;Acc:11931]",11,N,Y,N
ENSG00000182393,Tier 3A,IFNL1,19,39786965,39789313,1,"interferon, lambda 1 [Source:HGNC Symbol;Acc:18363]",0,N,Y,N
ENSG00000182545,Tier 3A,RNASE10,14,20973696,20979328,1,"ribonuclease, RNase A family, 10 (non-active) [Source:HGNC Symbol;Acc:19275]",0,N,Y,N
ENSG00000182585,Tier 3A,EPGN,4,75174190,75181024,1,epithelial mitogen [Source:HGNC Symbol;Acc:17470],2,N,Y,N
ENSG00000182667,Tier 3A,NTM,11,131240373,132206716,1,neurotrimin [Source:HGNC Symbol;Acc:17941],0,N,Y,N
ENSG00000182752,Tier 3A,PAPPA,9,118916083,119164601,1,"pregnancy-associated plasma protein A, pappalysin 1 [Source:HGNC Symbol;Acc:8602]",1,N,Y,N
ENSG00000182853,Tier 3A,VMO1,17,4688580,4689728,-1,vitelline membrane outer layer 1 homolog (chicken) [Source:HGNC Symbol;Acc:30387],0,N,Y,N
ENSG00000182871,Tier 3A,COL18A1,21,46825052,46933634,1,"collagen, type XVIII, alpha 1 [Source:HGNC Symbol;Acc:2195]",0,N,Y,N
ENSG00000183098,Tier 3A,GPC6,13,93879095,95059655,1,glypican 6 [Source:HGNC Symbol;Acc:4454],1,N,Y,N
ENSG00000183378,Tier 3A,OVCH2,11,7710669,7727968,-1,ovochymase 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:29970],0,N,Y,N
ENSG00000183607,Tier 3A,GKN2,2,69172364,69180102,-1,gastrokine 2 [Source:HGNC Symbol;Acc:24588],0,N,Y,N
ENSG00000183682,Tier 3A,BMP8A,1,39957318,39991607,1,bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:21650],4,N,Y,N
ENSG00000183691,Tier 3A,NOG,17,54671060,54672951,1,noggin [Source:HGNC Symbol;Acc:7866],0,N,Y,N
ENSG00000183709,Tier 3A,IFNL2,19,39759154,39760732,1,"interferon, lambda 2 [Source:HGNC Symbol;Acc:18364]",0,N,Y,N
ENSG00000183715,Tier 3A,OPCML,11,132284871,133402414,-1,opioid binding protein/cell adhesion molecule-like [Source:HGNC Symbol;Acc:8143],1,N,Y,N
ENSG00000183844,Tier 3A,FAM3B,21,42676139,42729358,1,"family with sequence similarity 3, member B [Source:HGNC Symbol;Acc:1253]",2,N,Y,N
ENSG00000183971,Tier 3A,NPW,16,2059927,2070756,1,neuropeptide W [Source:HGNC Symbol;Acc:30509],0,N,Y,N
ENSG00000184164,Tier 3A,CRELD2,22,50311815,50321188,1,cysteine-rich with EGF-like domains 2 [Source:HGNC Symbol;Acc:28150],0,N,Y,N
ENSG00000184347,Tier 3A,SLIT3,5,168088745,168728133,-1,slit homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:11087],3,N,Y,N
ENSG00000184349,Tier 3A,EFNA5,5,106712590,107006596,-1,ephrin-A5 [Source:HGNC Symbol;Acc:3225],0,N,Y,N
ENSG00000184374,Tier 3A,COLEC10,8,120007691,120118821,1,collectin sub-family member 10 (C-type lectin) [Source:HGNC Symbol;Acc:2220],11,N,Y,N
ENSG00000184408,Tier 3A,KCND2,7,119913722,120390385,1,"potassium voltage-gated channel, Shal-related subfamily, member 2 [Source:HGNC Symbol;Acc:6238]",0,Y,N,N
ENSG00000184459,Tier 3A,BPIFC,22,32809834,32860471,-1,BPI fold containing family C [Source:HGNC Symbol;Acc:16503],0,N,Y,N
ENSG00000184502,Tier 3A,GAST,17,39868578,39872221,1,gastrin [Source:HGNC Symbol;Acc:4164],1,N,Y,N
ENSG00000184599,Tier 3A,FAM19A3,1,113263041,113269857,1,"family with sequence similarity 19 (chemokine (C-C motif)-like), member A3 [Source:HGNC Symbol;Acc:21590]",0,N,Y,N
ENSG00000184709,Tier 3A,LRRC26,9,140063210,140064503,-1,leucine rich repeat containing 26 [Source:HGNC Symbol;Acc:31409],0,Y,Y,N
ENSG00000184719,Tier 3A,RNLS,10,90033621,90344287,-1,"renalase, FAD-dependent amine oxidase [Source:HGNC Symbol;Acc:25641]",1,N,Y,N
ENSG00000184840,Tier 3A,TMED9,5,177019159,177023125,1,transmembrane emp24 protein transport domain containing 9 [Source:HGNC Symbol;Acc:24878],0,N,Y,N
ENSG00000185215,Tier 3A,TNFAIP2,14,103589779,103603776,1,"tumor necrosis factor, alpha-induced protein 2 [Source:HGNC Symbol;Acc:11895]",0,N,Y,N
ENSG00000185245,Tier 3A,GP1BA,17,4835592,4838325,1,"glycoprotein Ib (platelet), alpha polypeptide [Source:HGNC Symbol;Acc:4439]",3,N,Y,N
ENSG00000185339,Tier 3A,TCN2,22,31002825,31023265,1,transcobalamin II [Source:HGNC Symbol;Acc:11653],1,N,Y,N
ENSG00000185737,Tier 3A,NRG3,10,83635070,84746935,1,neuregulin 3 [Source:HGNC Symbol;Acc:7999],0,N,Y,N
ENSG00000185885,Tier 3A,IFITM1,11,313506,315272,1,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:5412],0,N,Y,N
ENSG00000185896,Tier 3A,LAMP1,13,113951556,113977987,1,lysosomal-associated membrane protein 1 [Source:HGNC Symbol;Acc:6499],0,N,Y,N
ENSG00000186074,Tier 3A,CD300LF,17,72690452,72709117,-1,CD300 molecule-like family member f [Source:HGNC Symbol;Acc:29883],2,N,Y,N
ENSG00000186431,Tier 3A,FCAR,19,55385704,55401838,1,"Fc fragment of IgA, receptor for [Source:HGNC Symbol;Acc:3608]",1,N,Y,N
ENSG00000186510,Tier 3A,CLCNKA,1,16345370,16360545,1,"chloride channel, voltage-sensitive Ka [Source:HGNC Symbol;Acc:2026]",1,Y,N,N
ENSG00000186652,Tier 3A,PRG2,11,57154267,57158130,-1,"proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:9362]",0,N,Y,N
ENSG00000186792,Tier 3A,HYAL3,3,50330262,50336899,-1,hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:5322],0,N,Y,N
ENSG00000186895,Tier 3A,FGF3,11,69624992,69633792,-1,fibroblast growth factor 3 [Source:HGNC Symbol;Acc:3681],0,N,Y,N
ENSG00000187094,Tier 3A,CCK,3,42299317,42307699,-1,cholecystokinin [Source:HGNC Symbol;Acc:1569],0,N,Y,N
ENSG00000187116,Tier 3A,LILRA5,19,54818353,54824409,-1,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 [Source:HGNC Symbol;Acc:16309]",0,N,Y,N
ENSG00000187122,Tier 3A,SLIT1,10,98757795,98945677,-1,slit homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:11085],0,Y,Y,N
ENSG00000187123,Tier 3A,LYPD6,2,150186499,150330662,1,LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:28751],0,N,Y,N
ENSG00000187244,Tier 3A,BCAM,19,45312328,45324673,1,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:6722],0,N,Y,N
ENSG00000187498,Tier 3A,COL4A1,13,110801318,110959496,-1,"collagen, type IV, alpha 1 [Source:HGNC Symbol;Acc:2202]",1,N,Y,N
ENSG00000187664,Tier 3A,HAPLN4,19,19366450,19373605,-1,hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:31357],19,N,Y,N
ENSG00000187720,Tier 3A,THSD4,15,71389291,72075722,1,"thrombospondin, type I, domain containing 4 [Source:HGNC Symbol;Acc:25835]",3,N,Y,N
ENSG00000187764,Tier 3A,SEMA4D,9,91975702,92113045,-1,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D [Source:HGNC Symbol;Acc:10732]",0,N,Y,N
ENSG00000188064,Tier 3A,WNT7B,22,46316242,46373009,-1,"wingless-type MMTV integration site family, member 7B [Source:HGNC Symbol;Acc:12787]",0,N,Y,N
ENSG00000188076,Tier 3A,SCGB1C1,11,193080,194573,1,"secretoglobin, family 1C, member 1 [Source:HGNC Symbol;Acc:18394]",5,N,Y,N
ENSG00000188107,Tier 3A,EYS,6,64429876,66417118,-1,eyes shut homolog (Drosophila) [Source:HGNC Symbol;Acc:21555],0,N,Y,N
ENSG00000188157,Tier 3A,AGRN,1,955503,991496,1,agrin [Source:HGNC Symbol;Acc:329],0,N,Y,N
ENSG00000188334,Tier 3A,BSPH1,19,48471303,48495427,-1,binder of sperm protein homolog 1 [Source:HGNC Symbol;Acc:33906],0,N,Y,N
ENSG00000188372,Tier 3A,ZP3,7,76026835,76071388,1,zona pellucida glycoprotein 3 (sperm receptor) [Source:HGNC Symbol;Acc:13189],0,N,Y,N
ENSG00000188488,Tier 3A,SERPINA5,14,95027779,95059457,1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 [Source:HGNC Symbol;Acc:8723]",0,N,Y,N
ENSG00000188508,Tier 3A,KRTDAP,19,35978226,35986460,-1,keratinocyte differentiation-associated protein [Source:HGNC Symbol;Acc:16313],0,N,Y,N
ENSG00000188517,Tier 3A,COL25A1,4,109731877,110223813,-1,"collagen, type XXV, alpha 1 [Source:HGNC Symbol;Acc:18603]",0,N,Y,N
ENSG00000188655,Tier 3A,RNASE9,14,21024252,21029090,-1,"ribonuclease, RNase A family, 9 (non-active) [Source:HGNC Symbol;Acc:20673]",0,N,Y,N
ENSG00000188672,Tier 3A,RHCE,1,25688740,25756683,-1,"Rh blood group, CcEe antigens [Source:HGNC Symbol;Acc:10008]",7,N,Y,N
ENSG00000188710,Tier 3A,QRFP,9,133768815,133769225,-1,pyroglutamylated RFamide peptide [Source:HGNC Symbol;Acc:29982],0,N,Y,N
ENSG00000188729,Tier 3A,OSTN,3,190917030,190983404,1,osteocrin [Source:HGNC Symbol;Acc:29961],0,N,Y,N
ENSG00000188763,Tier 3A,FZD9,7,72848109,72850450,1,frizzled family receptor 9 [Source:HGNC Symbol;Acc:4047],17,N,Y,N
ENSG00000188770,Tier 3A,OPTC,1,203463271,203477992,1,opticin [Source:HGNC Symbol;Acc:8158],0,N,Y,N
ENSG00000188783,Tier 3A,PRELP,1,203444956,203460480,1,proline/arginine-rich end leucine-rich repeat protein [Source:HGNC Symbol;Acc:9357],0,N,Y,N
ENSG00000188958,Tier 3A,UTS2B,3,190984957,191048325,-1,urotensin 2B [Source:HGNC Symbol;Acc:30894],0,N,Y,N
ENSG00000188987,Tier 3A,HIST1H4D,6,26188938,26189304,-1,"histone cluster 1, H4d [Source:HGNC Symbol;Acc:4782]",6,N,Y,N
ENSG00000189001,Tier 3A,SBSN,19,36014269,36019253,-1,suprabasin [Source:HGNC Symbol;Acc:24950],0,N,Y,N
