protein_ref,symbol,annotation,number_of_ubiquitination_sites,4x_Btz_rep1-4 Sp. Counts,Btz_Epox Sp. Counts,Usp2cc Sp. Counts,Btz_timepoints Sp. Counts,Btz_CHX Sp. Counts,SILAC_Chase_GG Sp. Counts,MLN_timepoints Sp. Counts,Btz_MLN_1st Sp. Counts,Btz_MLN_2nd Sp. Counts,CST_GG_PullDowns Sp. Counts
IPI:IPI00513761.2,ECHDC1,Novel enoyl-CoA hydratase/isomerase family protein,7,20,22,0,5,14,2,0,11,3,0
IPI:IPI00513774.1,CPSF3L,31 kDa protein,1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00513782.3,GSN,"cDNA FLJ35478 fis, clone SMINT2007796, highly similar to Gelsolin",1,0,0,0,0,0,0,1,0,0,0
IPI:IPI00513791.2,DOCK7,Isoform 1 of Dedicator of cytokinesis protein 7,1,17,11,0,4,9,12,2,6,3,0
IPI:IPI00513796.3,SHC1,SHC (Src homology 2 domain containing) transforming protein 1,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00513803.3,MAP3K2,Mitogen-activated protein kinase kinase kinase 2,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00513811.1,HBS1L,Isoform 3 of HBS1-like protein,5,41,37,0,42,61,19,92,48,17,0
IPI:IPI00513814.1,CCT3,"Chaperonin containing TCP1, subunit 3",3,25,14,2,14,13,2,0,11,2,3
IPI:IPI00513817.2,PMF1,Isoform 5 of Polyamine-modulated factor 1,3,5,0,0,4,13,0,0,6,0,3
IPI:IPI00513824.2,DFFB,"cDNA FLJ50316, highly similar to DNAation factor subunit beta",2,3,0,0,0,0,2,0,0,0,0
IPI:IPI00513829.1,GDI2,GDP dissociation inhibitor 2,2,25,15,1,10,14,8,0,15,2,0
IPI:IPI00513833.2,TMEM9,"cDNA FLJ54226, highly similar to Transmembrane protein 9",1,14,5,0,2,5,2,0,5,0,0
IPI:IPI00513841.1,NCSTN,Nicastrin,2,0,0,0,0,0,0,0,0,4,9
IPI:IPI00513843.4,ENTPD6,"cDNA FLJ60131, highly similar to Ectonucleoside triphosphate diphosphohydrolase 6",2,3,3,1,0,6,0,0,3,0,0
IPI:IPI00513853.2,STX12,Syntaxin 12,3,2,2,0,1,6,2,7,2,0,0
IPI:IPI00513860.1,YME1L1,YME1-like 1,4,16,20,4,1,11,4,0,13,2,0
IPI:IPI00513863.2,RPS6KA1,"Ribosomal protein S6 kinase, 90kDa, polypeptide 1",1,0,4,0,0,0,0,0,0,0,0
IPI:IPI00513871.1,ADAM15,Putative uncharacterized protein ADAM15,5,15,11,4,3,12,3,0,20,5,5
IPI:IPI00513879.3,FBXO7,58 kDa protein,1,2,0,1,0,2,0,0,0,0,0
IPI:IPI00513881.1,LYPLA2,Lysophospholipase II,2,8,2,1,3,0,1,0,0,0,0
IPI:IPI00513887.1,EIF2B3,"Eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa",1,0,0,0,0,0,0,0,0,0,2
IPI:IPI00513893.4,SNX5,Sorting nexin 5,4,15,11,0,0,5,7,0,9,0,0
IPI:IPI00513900.3,CPSF3L,Protein,4,9,14,1,0,8,0,0,8,0,0
IPI:IPI00513906.3,NFYC,"Nuclear transcription factor Y, gamma",2,22,8,1,7,3,1,0,5,9,0
IPI:IPI00513919.4,PAN3,Isoform 3 of PAB-dependent poly(A)-specific ribonuclease subunit 3,4,9,6,0,0,8,0,0,5,0,0
IPI:IPI00513927.1,GSTO1,Glutathione S-transferase omega 1,3,12,12,3,1,22,13,18,18,1,0
IPI:IPI00513929.1,GDI2,GDP dissociation inhibitor 2,3,4,2,0,2,1,2,0,1,0,0
IPI:IPI00513941.3,SAR1A,SAR1 gene homolog A,1,5,0,0,0,2,4,0,0,0,0
IPI:IPI00513942.2,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,1,2,2,1,0,5,0,0,2,0,0
IPI:IPI00513946.2,NRD1,Nardilysin,2,2,0,0,0,0,0,0,0,0,0
IPI:IPI00513954.1,COQ4,"cDNA FLJ58433, highly similar to Ubiquinone biosynthesis protein COQ4 homolog",1,3,3,0,0,2,0,0,2,0,0
IPI:IPI00513955.1,MAGOH,"Mago-nashi homolog, proliferation-associated (Drosophila), isoform CRA_a",4,38,33,7,15,31,23,9,36,19,0
IPI:IPI00513958.3,DHDDS,Dehydrodolichyl diphosphate synthase,1,4,7,0,1,3,0,0,3,0,0
IPI:IPI00513959.5,RBM39,RNA binding motif protein 39,3,20,13,0,6,12,2,0,13,0,1
IPI:IPI00513965.4,ZMYM4,Isoform 2 of Zinc finger MYM-type protein 4,2,2,2,0,0,2,4,0,6,0,0
IPI:IPI00513971.5,RPS27,40S ribosomal protein S27,1,66,36,7,12,30,17,4,45,13,4
IPI:IPI00513980.1,ASAH2B,Putative inactive neutral ceramidase B,1,2,5,0,0,2,0,0,2,0,0
IPI:IPI00513998.3,DNTTIP1,33 kDa protein,1,3,3,0,0,3,0,0,3,0,0
IPI:IPI00514001.3,CPSF3L,Cleavage and polyadenylation specific factor 3-like,1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00514014.1,MDN1,"MDN1, midasin homolog",14,75,48,1,13,48,4,0,31,3,0
IPI:IPI00514023.5,-,"cDNA FLJ53495, highly similar to Polymerase I and transcript release factor",7,77,48,2,103,92,39,77,53,5,0
IPI:IPI00514027.1,HSP90AB1,"Heat shock protein 90kDa alpha (Cytosolic), class B member 1",7,69,65,6,48,94,17,56,42,27,10
IPI:IPI00514029.1,C1orf124,Chromosome 1 open reading frame 124,3,0,3,0,0,0,2,0,0,0,0
IPI:IPI00514032.1,CCT3,"Chaperonin containing TCP1, subunit 3",8,79,45,6,36,70,8,4,51,29,18
IPI:IPI00514036.1,MAD2L2,MAD2 mitotic arrest deficient-like 2,1,0,1,0,0,0,0,0,0,0,0
IPI:IPI00514042.1,SMARCD2,Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,9,129,137,20,45,92,34,1,152,87,0
IPI:IPI00514047.1,RP11-631M21.2,"Tubulin, beta 8, isoform CRA_c",5,1,0,5,1,7,0,65,13,0,33
IPI:IPI00514049.1,CMPK1,"Cytidine monophosphate (UMP-CMP) kinase 1, cytosolic",2,1,0,0,0,0,1,6,0,0,0
IPI:IPI00514050.2,UBE2J2,"ubiquitin conjugating enzyme E2, J2 isoform 1",3,4,6,0,0,2,0,0,2,0,0
IPI:IPI00514053.1,ARCN1,Coatomer subunit delta,15,72,62,0,16,59,10,37,37,14,9
IPI:IPI00514055.1,GNAS,Isoform Gnas-1 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,17,367,360,33,204,237,56,35,261,154,85
IPI:IPI00514063.4,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,1,2,2,1,0,5,0,0,2,0,0
IPI:IPI00514064.1,PTBP2,Isoform 1 of Polypyrimidine tract-binding protein 2,1,0,0,0,0,0,0,0,0,0,2
IPI:IPI00514081.3,SDCCAG3,24 kDa protein,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514082.1,IARS,Isoleucyl-tRNA synthetase,1,0,2,0,0,0,0,0,0,0,0
IPI:IPI00514090.2,LTA4H,Isoform 2 of Leukotriene A-4 hydrolase,4,36,24,3,46,40,17,56,49,2,0
IPI:IPI00514126.2,AGL,Isoform 1 of Glycogen debranching enzyme,2,0,0,0,0,4,0,0,4,4,0
IPI:IPI00514127.1,HDGF,hepatoma-derived growth factor isoform b,3,3,1,0,12,21,2,26,6,0,0
IPI:IPI00514128.1,CEP57,Isoform 3 of Centrosomal protein of 57 kDa,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514131.6,PRKACB,"cDNA, FLJ79014, highly similar to cAMP-dependent protein kinase, beta-catalytic subunit",6,10,5,0,0,3,0,0,5,0,0
IPI:IPI00514137.1,PSEN1,Isoform 6 of Presenilin-1,1,7,1,5,0,3,0,0,2,3,0
IPI:IPI00514138.1,PTGES2,29 kDa protein,2,23,22,0,2,19,7,0,16,12,0
IPI:IPI00514161.2,RNF220,Isoform 1 of RING finger protein 220,1,22,9,2,23,25,12,33,11,0,0
IPI:IPI00514164.1,LSM14B,LSM14 homolog B,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00514167.3,ERI3,Prion protein interacting protein,2,31,24,0,7,21,2,0,21,0,0
IPI:IPI00514175.3,CDC123,36 kDa protein,4,12,9,0,4,13,3,10,8,1,8
IPI:IPI00514182.1,C6orf89,Chromosome 6 open reading frame 89,1,2,4,1,0,2,0,0,2,0,0
IPI:IPI00514194.1,SLC25A25,Isoform 6 of Calcium-binding mitochondrial carrier protein SCaMC-2,5,6,10,0,0,13,0,0,0,8,0
IPI:IPI00514197.3,LOC648822,similar to hCG2040565,1,4,8,0,0,7,2,4,5,0,0
IPI:IPI00514204.3,LMNA,Lamin A/C,22,327,243,0,394,320,104,413,239,65,4
IPI:IPI00514213.2,ZFAND5,"Zinc finger, AN1-type domain 5",2,0,0,0,0,1,0,6,7,0,3
IPI:IPI00514218.1,CCT3,"Chaperonin containing TCP1, subunit 3",4,42,26,4,14,50,5,3,31,24,15
IPI:IPI00514220.1,GDA,Guanine deaminase,2,0,0,2,0,0,2,0,0,0,0
IPI:IPI00514229.1,RER1,RER1 retention in endoplasmic reticulum 1 homolog,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514241.3,RNF5,Putative uncharacterized protein RNF5,2,2,2,0,1,12,0,15,4,0,0
IPI:IPI00514248.3,PPT1,"cDNA FLJ53673, highly similar to Palmitoyl-protein thioesterase 1",1,2,1,0,0,0,0,0,0,0,0
IPI:IPI00514263.2,STX16,Putative uncharacterized protein STX16,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514267.1,LYPLA2,Lysophospholipase II,2,8,2,1,3,0,1,0,0,0,0
IPI:IPI00514275.2,TNIK,Isoform 4 of TRAF2 and NCK-interacting protein kinase,1,0,0,2,0,0,0,0,0,0,0
IPI:IPI00514277.2,QKI,Isoform 1 of Protein quaking,1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00514286.1,ATAD3A,"ATPase family, AAA domain containing 3A",1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00514301.3,CASK,Isoform 1 of Peripheral plasma membrane protein CASK,2,1,0,0,2,0,3,6,0,0,0
IPI:IPI00514307.1,KIAA1245;NBPF14;NBPF12;LOC727908;NBPF10;NBPF8;NBPF9;NBPF1;NBPF11,"Neuroblastoma breakpoint family, member 11",2,20,16,0,3,12,4,0,12,10,0
IPI:IPI00514314.1,TIMM23,"cDNA FLJ57459, highly similar to Mitochondrial import inner membrane translocase subunit Tim23",1,30,18,2,6,6,2,0,15,16,0
IPI:IPI00514319.2,SMPD2,"Sphingomyelin phosphodiesterase 2, neutral membrane",1,2,3,0,0,0,0,0,0,0,0
IPI:IPI00514320.3,LMNA,Lamin A/C,20,298,205,0,369,286,105,349,211,59,4
IPI:IPI00514325.2,PIGK,"cDNA FLJ58228, highly similar to GPI-anchor transamidase",3,35,26,1,6,23,10,0,17,25,0
IPI:IPI00514330.5,HDGF,hepatoma-derived growth factor isoform c,3,3,1,0,12,21,2,26,6,0,0
IPI:IPI00514333.1,ANP32E,"Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E",2,0,0,0,0,0,0,0,0,0,8
IPI:IPI00514340.1,METTL13,Isoform 1 of Methyltransferase-like protein 13,4,14,14,0,3,15,2,0,13,3,0
IPI:IPI00514343.3,CDK5RAP1,CDK5 regulatory subunit associated protein 1,5,50,51,10,21,27,11,0,37,22,0
IPI:IPI00514344.3,FBXO6,F-box protein 6,3,36,24,6,8,18,8,6,17,0,0
IPI:IPI00514360.1,CDC123,34 kDa protein,7,23,26,0,5,19,3,10,14,2,8
IPI:IPI00514362.2,FBXW5,Isoform 2 of F-box/WD repeat-containing protein 5,3,51,62,2,0,22,8,0,32,32,0
IPI:IPI00514375.2,TXNIP,"cDNA FLJ59613, highly similar to Homo sapiens thioredoxin interacting protein (TXNIP), mRNA",3,0,0,0,0,0,0,0,0,0,5
IPI:IPI00514382.2,NCOA4,Nuclear receptor coactivator 4,3,46,56,2,4,41,26,0,40,30,0
IPI:IPI00514385.1,IARS,Isoleucyl-tRNA synthetase,1,0,2,0,0,0,0,0,0,0,0
IPI:IPI00514395.2,GDI2,GDP dissociation inhibitor 2,4,8,6,1,0,11,3,0,15,3,5
IPI:IPI00514398.1,BRIP1,Isoform 2 of Fanconi anemia group J protein,3,5,13,0,0,11,4,0,4,0,0
IPI:IPI00514399.1,RPS27,Ribosomal protein S27,1,66,36,7,12,30,17,4,45,13,4
IPI:IPI00514411.1,RSF1,Isoform 2 of Remodeling and spacing factor 1,9,22,16,2,9,18,11,32,23,0,0
IPI:IPI00514412.1,FRY,Furry homolog,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00514416.3,SYS1,Chromosome 20 open reading frame 169 (Fragment),1,4,0,0,4,0,4,0,0,0,0
IPI:IPI00514421.5,ENTPD6,"cDNA FLJ53657, highly similar to Ectonucleoside triphosphate diphosphohydrolase 6",1,1,1,0,0,1,0,0,1,0,0
IPI:IPI00514424.3,PPT1,Palmitoyl-protein thioesterase 1,1,2,1,0,0,0,0,0,0,0,0
IPI:IPI00514436.1,GTF3C5,"General transcription factor IIIC, polypeptide 5, 63kDa, isoform CRA_c",5,10,8,12,3,13,4,0,8,6,0
IPI:IPI00514438.1,NPDC1,"Neural proliferation, differentiation and control, 1",2,8,3,0,1,13,3,8,7,3,1
IPI:IPI00514444.1,IDE,Insulin-degrading enzyme,2,0,1,0,0,0,1,0,0,0,0
IPI:IPI00514459.1,COMMD3,COMM domain containing 3 (Fragment),1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00514469.1,NANS,N-acetylneuraminic acid synthase,1,3,5,0,0,3,0,0,3,0,0
IPI:IPI00514483.1,MSH5,MutS homolog 5,1,12,5,0,5,13,2,0,6,9,0
IPI:IPI00514486.2,ABCC10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10",1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514496.2,RALY,"RNA binding protein, autoantigenic",2,1,0,0,0,2,0,0,0,0,2
IPI:IPI00514504.1,NASP,Nuclear autoantigenic sperm protein,3,9,9,0,0,4,1,0,3,0,46
IPI:IPI00514505.3,BCOR,Isoform 4 of BCL-6 corepressor,1,0,0,0,0,0,0,0,0,0,82
IPI:IPI00514510.1,ANXA7,Isoform 1 of Annexin A7,3,28,18,3,23,27,7,13,20,14,0
IPI:IPI00514530.5,ACTA1,Putative uncharacterized protein ACTA1,8,783,698,64,501,616,188,305,559,239,158
IPI:IPI00514531.1,TPR,Translocated promoter region,2,0,0,0,1,0,2,0,0,0,0
IPI:IPI00514546.2,IER3,19 kDa protein,1,33,38,0,20,18,3,0,24,26,0
IPI:IPI00514549.1,PSMB7,"Proteasome (Prosome, macropain) subunit, beta type, 7",4,48,27,2,11,25,6,2,28,6,21
IPI:IPI00514550.1,DNM2,dynamin 2 isoform 2,2,0,0,0,0,1,0,0,0,0,1
IPI:IPI00514558.3,PMF1,Isoform 2 of Polyamine-modulated factor 1,3,10,2,0,4,14,0,0,8,0,1
IPI:IPI00514559.3,WDR8,WD repeat domain 8,3,69,92,3,3,62,11,22,63,15,0
IPI:IPI00514561.1,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,11,121,137,2,200,183,69,200,143,51,192
IPI:IPI00514564.1,XPNPEP1,"X-prolyl aminopeptidase (Aminopeptidase P) 1, soluble",3,7,0,0,0,10,1,0,2,0,0
IPI:IPI00514565.1,NSL1,"NSL1, MIND kinetochore complex component, homolog",1,0,0,1,0,5,1,0,0,5,0
IPI:IPI00514587.1,SARS,Seryl-tRNA synthetase,6,13,10,2,4,10,2,0,16,7,0
IPI:IPI00514593.1,TTC4,"Tetratricopeptide repeat domain 4, isoform CRA_a",1,15,8,0,6,13,2,0,8,0,0
IPI:IPI00514611.1,BCAP29,B-cell receptor-associated protein BAP29 isoform a,4,8,5,0,0,10,11,1,3,4,0
IPI:IPI00514619.1,MEMO1;MEMO1P,C2orf4 protein,3,14,15,0,2,3,1,0,10,0,0
IPI:IPI00514623.2,DPYSL4,Dihydropyrimidinase-like 4,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514624.3,AP4B1,"Adaptor-related protein complex 4, beta 1 subunit",4,11,7,0,2,8,2,0,3,4,3
IPI:IPI00514630.1,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,2,3,3,1,0,6,0,0,3,0,0
IPI:IPI00514646.2,TRIM41,Isoform 4 of Tripartite motif-containing protein 41,1,0,0,1,0,0,0,0,0,0,0
IPI:IPI00514648.1,SMARCA2,Isoform Long of Probable global transcription activator SNF2L2,2,0,0,0,0,3,3,0,0,0,6
IPI:IPI00514649.1,HDAC1,Histone deacetylase 1,4,139,174,4,93,123,56,51,107,24,4
IPI:IPI00514667.2,STIL,SCL/TAL1 interrupting locus,1,11,10,1,0,11,0,0,9,0,0
IPI:IPI00514669.1,SH3BGRL3,SH3 domain binding glutamic acid-rich protein like 3,1,13,13,0,9,11,3,16,8,0,0
IPI:IPI00514681.2,VPS45,"cDNA FLJ50448, highly similar to Vacuolar protein sorting-associated protein 45",3,6,1,0,0,15,3,2,1,0,0
IPI:IPI00514688.1,RABEPK,Rab9 effector protein with kelch motifs,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00514689.1,LSM14B,LSM14 homolog B,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00514701.1,BUB3,budding uninhibited by benzimidazoles 3 isoform b,4,62,41,3,40,39,18,34,43,13,2
IPI:IPI00514705.2,FAM21C,Isoform 1 of Protein FAM21C,1,1,0,0,0,3,0,0,0,0,0
IPI:IPI00514711.2,KCNN3,"Potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3, isoform CRA_b",1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00514723.1,ABCA2,"ATP-binding cassette, sub-family A (ABC1), member 2",1,0,1,1,0,0,0,0,0,0,0
IPI:IPI00514748.1,SLC19A2,"Solute carrier family 19 (Thiamine transporter), member 2",1,0,0,0,0,1,0,1,0,0,0
IPI:IPI00514755.3,SDF4,Stromal cell derived factor 4,1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514758.1,ANP32E,"Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E",1,0,0,0,0,3,7,0,4,0,0
IPI:IPI00514774.4,PAN3,Isoform 1 of PAB-dependent poly(A)-specific ribonuclease subunit 3,5,11,6,0,0,8,0,0,5,0,0
IPI:IPI00514776.1,RUSC1,RUN and SH3 domain containing 1 isoform b,2,4,0,0,0,0,0,0,0,0,0
IPI:IPI00514782.1,TRMU,Isoform 2 of Mitochondrial tRNA-specific 2-thiouridylase 1,1,0,3,0,0,3,2,0,0,0,0
IPI:IPI00514787.5,DHDDS,Isoform 2 of Dehydrodolichyl diphosphate synthase,2,13,15,0,4,8,2,0,16,0,0
IPI:IPI00514788.1,UBAP1,Isoform 2 of Ubiquitin-associated protein 1,3,28,9,0,13,12,0,18,13,0,0
IPI:IPI00514792.2,OPTN,Isoform 3 of Optineurin,2,0,0,0,0,0,0,0,0,0,5
IPI:IPI00514793.3,NCSTN,Nicastrin,1,0,0,0,0,0,0,0,0,0,7
IPI:IPI00514794.1,DHDDS,Dehydrodolichyl diphosphate synthase,1,4,7,0,1,3,0,0,3,0,0
IPI:IPI00514798.1,LYPLA2,Lysophospholipase II,2,8,2,1,3,0,1,0,0,0,0
IPI:IPI00514800.3,ECE1,Endothelin converting enzyme 1,2,10,8,2,0,8,0,0,11,2,0
IPI:IPI00514808.2,CPSF3L,Protein,2,4,0,0,0,1,0,0,1,0,0
IPI:IPI00514817.5,LMNA,Lamin A/C,20,298,205,0,369,286,105,349,211,59,4
IPI:IPI00514820.4,GTF3C5,32 kDa protein,4,4,6,0,0,12,1,0,6,0,0
IPI:IPI00514831.1,RBM39,RNA binding motif protein 39,1,9,13,0,3,8,2,0,10,0,1
IPI:IPI00514835.1,CLIC2,Putative uncharacterized protein CLIC2,1,0,0,0,0,0,0,0,0,0,8
IPI:IPI00514847.1,BCAP29,B-cell receptor-associated protein BAP29 isoform c,4,8,5,0,0,10,11,1,3,4,0
IPI:IPI00514856.4,UBAP2L,Isoform 1 of Ubiquitin-associated protein 2-like,3,39,22,3,12,18,8,6,22,19,8
IPI:IPI00514863.2,MTRF1L,"cDNA FLJ58025, highly similar to Homo sapiens mitochondrial translational release factor 1-like (MTRF1L), mRNA",1,1,0,0,0,0,1,0,0,0,0
IPI:IPI00514873.2,C20orf30,17 kDa protein,1,11,0,0,2,0,0,10,6,0,0
IPI:IPI00514877.2,NCSTN,Nicastrin,2,0,0,0,0,0,0,0,0,4,9
IPI:IPI00514894.2,KPNA6,Karyopherin alpha 6,2,54,44,0,64,67,5,32,36,0,0
IPI:IPI00514905.4,NUP133,Putative uncharacterized protein NUP133,6,39,26,2,25,26,9,10,21,10,0
IPI:IPI00514919.4,SLC41A3,Isoform 7 of Solute carrier family 41 member 3,1,2,0,0,1,2,2,0,0,0,0
IPI:IPI00514920.3,SDCCAG3,serologically defined colon cancer antigen 3 isoform 3,3,8,5,0,2,2,4,0,2,2,0
IPI:IPI00514928.3,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2,1,2,3,0,0,2,0,0,2,0,0
IPI:IPI00514929.1,CMPK1,"cDNA FLJ52483, highly similar to Homo sapiens cytidylate kinase (CMPK), mRNA",2,1,0,0,0,0,1,6,0,0,0
IPI:IPI00514933.1,ZUFSP,32 kDa protein,3,15,8,0,5,10,4,0,8,0,0
IPI:IPI00514951.2,GOLPH3L,Golgi phosphoprotein 3-like,1,0,0,0,0,0,0,0,0,0,1
IPI:IPI00514953.3,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,1,2,2,1,0,5,0,0,2,0,0
IPI:IPI00514956.1,RABGGTB,"Rab geranylgeranyltransferase, beta subunit",4,21,21,0,3,26,11,1,19,1,0
IPI:IPI00514958.1,STK32C,43 kDa protein,2,0,0,1,0,2,0,0,0,1,0
IPI:IPI00514967.3,DNTTIP1,27 kDa protein,1,3,3,0,0,3,0,0,3,0,0
IPI:IPI00514971.2,DCTN3,Isoform 3 of Dynactin subunit 3,2,3,1,0,0,1,0,0,1,1,5
IPI:IPI00514973.4,CPSF3L,Isoform 3 of Integrator complex subunit 11,5,11,14,1,0,8,0,0,8,0,0
IPI:IPI00514976.2,AGPAT4,"1-acylglycerol-3-phosphate O-acyltransferase 4 (Lysophosphatidic acid acyltransferase, delta), isoform CRA_e",1,1,0,0,0,0,0,0,0,0,0
IPI:IPI00514983.4,HSPH1,"Heat shock 105kDa/110kDa protein 1, isoform CRA_b",10,15,11,1,0,10,5,0,12,0,37
IPI:IPI00514986.1,NT5DC1,Novel protein,1,0,0,0,0,2,0,0,1,0,0
IPI:IPI00514996.1,PPT1,Palmitoyl-protein thioesterase 1,1,7,7,1,2,6,2,0,3,2,0
IPI:IPI00514997.1,NANS,N-acetylneuraminic acid synthase,1,3,5,0,0,3,0,0,3,0,0
IPI:IPI00515001.2,SYNJ2,Isoform 2A of Synaptojanin-2,1,3,0,0,0,0,0,0,0,0,0
IPI:IPI00515005.4,ZDHHC8,"Zinc finger, DHHC-type containing 8, isoform CRA_b",1,2,0,0,0,0,0,0,0,0,0
IPI:IPI00515011.4,HAUS2,centrosomal protein 27kDa isoform 2,2,27,19,2,8,19,2,0,17,5,0
IPI:IPI00515014.1,GALE,UDP-galactose-4-epimerase,2,30,23,0,19,12,6,1,26,16,0
IPI:IPI00515016.1,NQO2,"NAD(P)H dehydrogenase, quinone 2",5,16,25,3,2,12,1,0,15,14,0
IPI:IPI00515017.2,ODF2,"cDNA FLJ59435, highly similar to Homo sapiens outer dense fiber of sperm tails 2 (ODF2), transcript variant 2, mRNA",1,7,7,2,0,4,0,0,5,0,0
IPI:IPI00515027.1,SFT2D2,SFT2 domain containing 2,1,4,3,0,6,10,0,21,6,1,0
IPI:IPI00515030.1,CDC123,21 kDa protein,4,2,3,0,0,2,2,0,2,1,8
IPI:IPI00515033.1,BCAP29,B-cell receptor-associated protein BAP29 isoform d,4,8,5,0,0,10,11,1,3,4,0
IPI:IPI00515037.1,SSU72,SSU72 RNA polymerase II CTD phosphatase homolog,3,1,1,0,0,2,3,1,1,0,0
IPI:IPI00515040.1,METTL11A,cDNA FLJ51938,2,2,0,0,0,0,0,0,0,0,5
IPI:IPI00515043.2,KCNK1,"Potassium channel, subfamily K, member 1",1,0,0,0,0,0,0,9,5,0,0
IPI:IPI00515050.1,UBE2J2,"ubiquitin conjugating enzyme E2, J2 isoform 2",3,4,6,0,0,2,0,0,2,0,0
IPI:IPI00515061.3,HIST1H2BJ,Histone H2B type 1-J,5,135,113,6,115,121,60,106,111,14,315
IPI:IPI00515080.1,AP4B1,"Adaptor-related protein complex 4, beta 1 subunit",1,0,0,0,0,0,0,0,0,0,2
IPI:IPI00515089.1,SNX5,Sorting nexin 5,2,11,5,0,0,2,6,0,4,0,0
IPI:IPI00515093.2,NCSTN,"cDNA FLJ60331, highly similar to Nicastrin",2,0,0,0,0,0,0,0,0,4,9
IPI:IPI00515103.2,SEC31A,Isoform 4 of Protein transport protein Sec31A,2,0,0,0,0,0,0,0,0,0,4
IPI:IPI00515105.2,DHDDS,Dehydrodolichyl diphosphate synthase,1,9,8,0,3,5,2,0,13,0,0
IPI:IPI00515119.3,HSP90AB1,"Heat shock protein 90kDa alpha (Cytosolic), class B member 1",6,114,85,2,81,101,31,86,60,13,12
IPI:IPI00515123.2,COMMD3,COMM domain containing 3,2,0,0,0,0,0,0,0,0,0,5
IPI:IPI00515124.5,IFFO2,intermediate filament family orphan 2,5,8,9,4,2,2,6,0,0,0,0
IPI:IPI00549189.4,THOP1,Thimet oligopeptidase,2,0,0,0,0,0,0,0,3,1,0
IPI:IPI00549205.1,RAD50,Isoform 2 of DNA repair protein RAD50,4,8,3,0,0,3,2,0,3,0,0
IPI:IPI00549221.1,DTX3L,Rhysin 2,1,0,0,0,0,1,0,0,0,0,0
IPI:IPI00549223.5,TBL3,TBL3 protein,7,96,76,3,25,57,13,0,65,17,0
IPI:IPI00549229.1,TACC1,Isoform 3 of Transforming acidic coiled-coil-containing protein 1,1,0,0,0,0,0,1,0,0,0,0
IPI:IPI00549230.3,SLC25A26,Isoform 2 of S-adenosylmethionine mitochondrial carrier protein,1,0,0,0,0,0,2,0,0,0,0
IPI:IPI00549248.4,NPM1,Isoform 1 of Nucleophosmin,11,16,19,4,5,15,6,1,20,8,6
IPI:IPI00549253.5,UCHL5,Ubiquitin carboxyl-terminal hydrolase L5,5,28,22,12,8,20,21,16,23,3,5
IPI:IPI00549292.1,ZFP1,Isoform 1 of Zinc finger protein 1 homolog,1,1,0,0,0,0,0,2,2,0,0
IPI:IPI00549296.4,SAP30BP,Isoform 1 of SAP30-binding protein,2,0,0,0,0,0,1,2,0,0,0
IPI:IPI00549336.2,ITGB1,Isoform Beta-1D of Integrin beta-1,7,9,9,5,6,11,1,7,12,2,0
IPI:IPI00549343.3,VAMP3,Vesicle-associated membrane protein 3,5,148,154,12,132,197,71,182,141,99,0
IPI:IPI00549346.3,JMJD4,Isoform 2 of JmjC domain-containing protein 4,2,21,23,0,12,8,1,0,15,3,0
IPI:IPI00549361.4,PMF1;BGLAP,Isoform 1 of Polyamine-modulated factor 1,4,10,2,0,4,14,0,0,8,0,3
IPI:IPI00549389.3,METTL11A,"Protein of unknown function DUF858, methyltransferase-like family protein",2,2,0,0,0,0,0,0,0,0,5
IPI:IPI00549392.1,RUSC1,Isoform 2 of RUN and SH3 domain-containing protein 1,3,6,0,0,0,0,0,0,0,0,0
